2198, -2215, -2251, -1966, -1540, -467, 403, 1647,
-2867, -2589, -34, -2314, -602, 2371, 2614, 2218,
-2494, 3659, 2708, -1076, -914, 233, 1149, 1425,
319, -979, 1023, -682, 110, 239, 427, 703,
-2979, -2513, -2649, -2265, 7420, 526, 2174, 2932,
-2868, -2056, -2232, 1651, -1325, -856, -218, 2091,
458, 1508, -1208, -845, 244, -441, 558, 752,
-700, -1370, -395, 980, -321, -232, -241, 293,
10391, -1792, -1948, -1518, -1049, 43, 1524, 2033,
-2434, 303, 1730, -1205, -1432, -1183, -694, 1185,
-2531, -2656, -2751, -1756, -1321, -1100, 287, 8605,
-2868, -2554, 721, -2065, -1671, -771, 675, 2223,
-2690, -2501, -2313, 1829, 3189, 45, 1825, 2024,
-3153, -2824, -2729, -2308, 1686, -370, 482, 2606,
-2972, -2324, 2492, -1762, -1662, 28, 4976, 3214,
-2769, -316, -1146, -1954, 86, -60, -370, 1144,
5519, -1785, -1538, -1044, -580, -89, 704, 1151,
-2586, -1094, 7473, -1220, -1076, -50, 1029, 1850,
3546, 3279, -1806, -1191, -528, 682, 1160, 1341,
-2852, 1541, -2358, -1841, -2317, -1351, 993, 2417,
-2675, 2482, -2061, -2089, 3681, 626, 1619, 1818,
-2916, 2821, -2482, -2166, -1084, 1137, 5537, 2864,
-2499, -1782, 2156, 2558, -1117, 127, 1147, 1556,
-2572, 3865, -2008, -1805, -679, 119, 35, 1319,
-2704, -1872, -1756, 6843, -911, 322, 1641, 2461,
-2652, -1957, 1972, -1582, 3082, 84, 1086, 1487,
-2983, -2325, -2780, -2532, -1858, -279, 10092, 4519,
-2364, 2718, -1907, 2678, -1005, 246, 1499, 1679,
-2570, 8779, -2004, -1627, -844, 89, 1712, 2145,
3316, -1763, -1642, 2819, -599, 9, 906, 1401,
-2289, -2224, 2462, -1580, -843, 2501, -24, 1310,
3091, -1745, 2398, -1264, -731, 113, 831, 1328,
-2803, -2380, -2808, -2379, -2290, -1376, -234, 2242,
3537, -2137, -2050, -1260, 2881, 177, 1158, 1424,
-3303, -3123, -3130, -2861, -2075, 2528, -43, 3890,
-3106, -2672, -2554, 1833, -826, 55, 4910, 3324,
3993, -2176, -2446, -1848, -786, 3346, 1590, 2034,
-2725, -265, 303, 1076, -1985, 3661, 1556, 1983,
-3182, -2712, -2988, -2841, -1332, 4816, 6422, 4184,
-2230, -1248, -2176, -1806, -1617, -878, 3764, 1309,
-2280, 509, -211, 426, 773, 99, 513, 628,
167, 196, -2256, -1802, -1157, 724, 1405, 1383,
2384, -409, -672, -453, -205, -89, -12, 240,
114, -2220, -807, -1302, -1612, -405, 1134, 1381,
699, -1816, -2151, -1883, 2975, 928, 1527, 1565,
775, -2141, -1981, -1532, -591, 3338, 683, 1763,
466, -2028, -2086, 1448, -622, 589, 1294, 1150,
145, -2382, -1093, -367, 986, 323, 404, 931,
-371, -2868, -2737, -2103, 129, 771, 1498, 1974,
-1481, -1060, -2398, -1125, 285, 2777, 2975, 1431,
-2720, 1748, -2375, -1847, -912, 3829, 808, 2034,
-2492, -2447, -1248, -991, 1449, 1304, 867, 1171,
-2999, -2556, -2763, -2298, 3359, 4277, 1991, 2850,
-2692, -2640, -2593, 1813, -458, 3068, 1012, 2049,
-3258, -2820, -2845, -2395, 2787, -45, 5457, 3568,
-2491, -2114, -1884, 6, -332, -232, 1680, 1139,
2032, -2383, -2183, -1725, -914, 192, 4175, 2059,
-2922, -2972, -2920, -2210, -1143, 1850, 2468, 1871,
-3138, -99, -2651, -2510, -129, 631, 1677, 1925,
-3302, -3124, -3214, -3143, -2616, -761, 3978, 4234,
-1698, -824, -1975, -742, 2449, -610, 21, 998,
-3047, -2697, -2747, -1919, -1545, 7534, 1243, 3548,
-1863, -1257, 339, -1027, 122, -613, 1989, 953,
-2232, -1759, -1751, -969, -1591, 1917, -325, 889
